slide_id,Y,Y_hat,p_0,p_1
TCGA-09-1661-01B-01-BS1.0f6d83b1-1a23-4b61-b9c7-6b73071f3d24,1.0,1.0,0.1365206092596054,0.8634793758392334
TCGA-09-1661-01B-01-TS1.54e51666-b7bb-4bc7-b043-1ce3f71a0d85,1.0,1.0,0.27320656180381775,0.7267934679985046
TCGA-09-1669-01A-01-TS1.389e7206-51cf-433f-937e-dab344cbc88a,0.0,1.0,0.39994367957115173,0.6000563502311707
TCGA-09-1669-01A-01-BS1.f8a5a978-1bfe-40d2-849e-ac225005e7f2,0.0,1.0,0.39978086948394775,0.6002191305160522
TCGA-09-2048-01A-01-BS1.185260f3-68dc-4e18-993c-7ac8bab6fe3c,0.0,0.0,0.7735201716423035,0.2264798879623413
TCGA-09-2048-01A-01-TS1.a6b08202-bed9-476e-8919-8a4300021f11,0.0,0.0,0.6463413238525391,0.35365867614746094
TCGA-10-0928-01A-01-BS1.7e1a20f2-31da-4b50-8d26-005e67baa47c,1.0,0.0,0.5553080439567566,0.44469189643859863
TCGA-10-0928-01A-02-BS2.facd92de-6893-4650-a327-1f15554a01fc,1.0,0.0,0.6227270364761353,0.37727296352386475
TCGA-13-0765-01A-01-TS1.9d588c3d-dc12-4984-a9d6-c5d048ab5f47,1.0,0.0,0.7429189085960388,0.2570810914039612
TCGA-13-0765-01A-01-BS1.8f9bff9c-ecb0-4f82-aef3-6b55da5dc88c,1.0,0.0,0.7873057126998901,0.21269424259662628
TCGA-13-0883-01A-01-BS1.a00b3891-5c61-43b1-a0d3-9857ac0d942a,1.0,0.0,0.6789708733558655,0.32102909684181213
TCGA-13-0883-01A-02-BS2.b3603594-ed44-4e5e-861a-52aa4eeb71de,1.0,0.0,0.7284150719642639,0.2715848982334137
TCGA-13-0887-01A-01-TS1.03c9ff20-0795-4bd1-8be1-3d7fcd15b7e9,0.0,1.0,0.35873284935951233,0.6412671804428101
TCGA-13-0887-01A-01-BS1.8936aa9f-f77e-419d-ae3f-8b88933225ef,0.0,0.0,0.6475221514701843,0.3524778485298157
TCGA-13-0911-01A-01-TS1.d038ca6a-0465-4047-a2a9-46ad58627c2e,1.0,1.0,0.20579572021961212,0.7942042946815491
TCGA-13-0911-01A-01-BS1.fbd48661-17fb-44b5-be12-fe788a09667c,1.0,1.0,0.4002768397331238,0.5997231602668762
TCGA-13-0916-01A-01-BS1.1f9f945b-dbd0-4bec-99c7-350d23343b9c,0.0,0.0,0.8663169145584106,0.13368313014507294
TCGA-13-0916-01A-01-TS1.af6a32f4-c8f5-42fb-aaed-6d40c9076a1e,0.0,0.0,0.6766517162322998,0.3233482539653778
TCGA-13-0924-01A-01-TS1.c61ffb1a-c4d3-463d-93ec-1ea5bb9ace24,1.0,0.0,0.5159946084022522,0.4840053915977478
TCGA-13-0924-01A-01-BS1.24f68578-f603-437a-894e-a74abecbb93c,1.0,1.0,0.19087794423103333,0.8091220855712891
TCGA-23-1021-01B-01-BS1.43618d42-5e31-4911-b670-ee2d2773bda2,1.0,1.0,0.3854837715625763,0.6145161986351013
TCGA-23-1021-01B-01-TS1.80c2d0cc-5647-4f11-973d-7ef404254284,1.0,1.0,0.29683056473731995,0.7031694650650024
TCGA-23-1030-01A-02-BS2.b0ce8e47-ce2c-430e-82d7-dbb75c3d373c,1.0,1.0,0.4641348123550415,0.5358651876449585
TCGA-23-1030-01A-01-BS1.d3ebeb41-5e90-4826-bda8-8a48f3669622,1.0,1.0,0.4469732642173767,0.5530267357826233
TCGA-23-1123-01A-01-TS1.9d6036ea-f3bb-4e32-b1b1-51d0a4363b3a,1.0,0.0,0.71282559633255,0.28717437386512756
TCGA-23-1123-01A-01-BS1.cd3395cb-5e52-4549-8e3d-731ad55c5534,1.0,0.0,0.7312403321266174,0.26875966787338257
TCGA-23-2078-01A-01-BS1.7db37047-3ad5-4aff-b568-fc496df7f508,1.0,0.0,0.5483036041259766,0.45169636607170105
TCGA-23-2078-01A-01-TS1.c1e1c7cc-0a12-4f15-8b94-57414753099e,1.0,1.0,0.47851240634918213,0.5214875936508179
TCGA-24-1418-01A-01-BS1.8c2fa6a6-86f7-486b-8dda-3c8c0bab4811,1.0,1.0,0.16180109977722168,0.8381989002227783
TCGA-24-1418-01A-01-TS1.384345b7-9a47-4c10-ab17-31a6f1e9a544,1.0,0.0,0.507382333278656,0.4926176369190216
TCGA-24-1427-01A-01-TS1.b23b731e-4150-4c0c-b015-e6bbe8933b0b,1.0,1.0,0.436445415019989,0.563554584980011
TCGA-24-1427-01A-01-BS1.03d4bcec-43c8-4b9e-a91f-0aae325fc711,1.0,1.0,0.18859072029590607,0.8114092946052551
TCGA-24-1431-01A-01-TS1.56af0d60-12ff-42cd-bf25-1a6e1282bf6e,0.0,0.0,0.5962262153625488,0.40377384424209595
TCGA-24-1431-01A-01-BS1.cd2b0ba2-18ee-45d6-9b65-28574f20525c,0.0,1.0,0.47027626633644104,0.5297237038612366
TCGA-24-1550-01A-01-BS1.d3dfc107-2dd1-412c-9649-239b2f3d9970,1.0,1.0,0.3238999545574188,0.6761000156402588
TCGA-24-1550-01A-01-TS1.3c468906-1fe3-4438-af83-46db12f8a8cc,1.0,0.0,0.5338037014007568,0.46619632840156555
TCGA-24-2297-01A-01-TS1.ef97e135-54be-4846-9f87-c9fe3ab2ddf4,1.0,1.0,0.3375067114830017,0.6624932885169983
