slide_id,Y,Y_hat,p_0,p_1
TCGA-3C-AALK-01Z-00-DX1.4E6EB156-BB19-410F-878F-FC0EA7BD0B53,0.0,1.0,0.3977031707763672,0.6022968292236328
TCGA-A1-A0SD-01Z-00-DX1.DB17BFA9-D951-42A8-91D2-F4C2EBC6EB9F,1.0,1.0,0.39716479182243347,0.6028351783752441
TCGA-A1-A0SH-01Z-00-DX1.90E71B08-E1D9-4FC2-85AC-062E56DDF17C,1.0,1.0,0.4735237658023834,0.5264762043952942
TCGA-A1-A0SJ-01Z-00-DX1.C196FA66-C376-4016-86BC-3D8E745B3A51,1.0,1.0,0.3858817219734192,0.6141182780265808
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E,0.0,1.0,0.1314956694841385,0.8685043454170227
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E,1.0,1.0,0.3703906834125519,0.6296092867851257
TCGA-A2-A0CT-01Z-00-DX1.A8564130-49CF-4F5B-B5AB-F4D1A10479FF,1.0,1.0,0.38053804636001587,0.6194620132446289
TCGA-A2-A0CU-01Z-00-DX1.5B77D21C-A497-478B-9752-3730322AD9ED,1.0,1.0,0.18294350802898407,0.8170564770698547
TCGA-A2-A0D0-01Z-00-DX1.4FF6B8E5-703B-400F-920A-104F56E0F874,1.0,1.0,0.14959003031253815,0.850409984588623
TCGA-A2-A0D4-01Z-00-DX1.35E43827-DABC-4685-A62A-333672923349,1.0,1.0,0.12611855566501617,0.8738813996315002
TCGA-A2-A0EM-01Z-00-DX1.305CF011-7451-4880-9A5D-AB4432CF53A5,0.0,1.0,0.3864775002002716,0.6135225296020508
TCGA-A2-A0EO-01Z-00-DX1.D7A09E23-2CAB-4B3B-814C-BF0BA75B7589,0.0,1.0,0.4974452555179596,0.502554714679718
TCGA-A2-A0ER-01Z-00-DX1.18123C1B-A0CC-4957-9373-5FFAB985C2E8,1.0,0.0,0.5370330810546875,0.4629668891429901
TCGA-A2-A0SY-01Z-00-DX1.279A5479-E183-4F79-AF40-50BF1834BA4A,0.0,0.0,0.6386607885360718,0.36133915185928345
TCGA-A2-A0T3-01Z-00-DX1.5E96BC87-F4FB-4ABA-8D81-FAB7F4A80661,1.0,1.0,0.42306381464004517,0.5769361853599548
TCGA-A2-A0T5-01Z-00-DX1.128C288B-B357-439B-A8D4-8E7DEBF73E4E,1.0,1.0,0.333291620016098,0.6667083501815796
TCGA-A2-A0YD-01Z-00-DX1.B81FF541-F154-4C49-950B-B6CB723369E2,1.0,0.0,0.8922001123428345,0.1077999621629715
TCGA-A2-A0YJ-01Z-00-DX1.8135C74E-DAA8-4C8E-AF14-A4B5B57695BE,1.0,1.0,0.24363002181053162,0.756369948387146
TCGA-A2-A1G0-01Z-00-DX1.9ECB0B8A-EF4E-45A9-82AC-EF36375DEF65,0.0,0.0,0.8202959299087524,0.17970408499240875
